Airline,Date_of_Journey,Source,Destination,Route,Stop 1,Stop 2,Stop 3,Stop 4,Dep_Time,Arrival_Details,Arrival_Date,Arrival_Time,No_of_Days,Duration_hour,Duration_minute,Total_Stops,Additional_Info,Price,Price_Bucket
Air India,21-03-2019,Banglore,New Delhi,BLR?MAA?DEL,MAA,NoSTOP,NoSTOP,NoSTOP,11:50,19:50,21-03-2019,7:50 PM,0,8,0,1,No info,5932,LOW
Jet Airways,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,16-06-2019 4:25,16-6-2019,4:25 AM,0,16,55,1,In-flight meal not included,10262,MEDIUM
Vistara,12-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:40,17:50,12-05-2019,5:50 PM,0,3,10,0,No info,6216,LOW
IndiGo,15-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:25,23:10,15-06-2019,11:10 PM,0,2,45,0,No info,4804,LOW
Multiple carriers,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,22-05-2019 1:30,22-5-2019,1:30 AM,0,14,0,1,No info,14067,MEDIUM
Jet Airways,18-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:10,19-05-2019 19:00,19-5-2019,7:00 PM,0,23,50,2,No info,15129,HIGH
Jet Airways,06-06-2019,Delhi,Cochin,DEL?NAG?BOM?COK,NAG,BOM,NoSTOP,NoSTOP,6:45,07-06-2019 4:25,7-6-2019,4:25 AM,0,21,40,2,No info,13376,MEDIUM
Air India,27-06-2019,Delhi,Cochin,DEL?GOI?BOM?COK,GOI,BOM,NoSTOP,NoSTOP,22:00,28-06-2019 19:15,28-6-2019,7:15 PM,0,21,15,2,No info,10441,MEDIUM
Jet Airways,24-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:00,8:45,24-05-2019,8:45 AM,0,2,45,0,In-flight meal not included,4030,LOW
Jet Airways,03-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,18:50,03-03-2019,6:50 PM,0,10,50,1,No info,17024,HIGH
Multiple carriers,09-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:30,10-04-2019 1:30,10-4-2019,1:30 AM,0,8,0,1,No info,13017,MEDIUM
GoAir,06-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,23:30,07-06-2019 7:45,7-6-2019,7:45 AM,0,8,15,1,No info,6686,LOW
IndiGo,15-06-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,2:00,7:25,15-06-2019,7:25 AM,0,5,25,1,No info,5636,LOW
IndiGo,09-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,7:35,16:10,09-06-2019,4:10 PM,0,8,35,1,No info,6442,LOW
Multiple carriers,21-05-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,13:05,22-05-2019 0:55,22-5-2019,12:55 AM,0,11,50,1,No info,9486,LOW
Jet Airways,21-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,22-05-2019 23:35,22-5-2019,11:35 PM,1,27,35,1,In-flight meal not included,10844,MEDIUM
Jet Airways,03-06-2019,Delhi,Cochin,DEL?ATQ?BOM?COK,ATQ,BOM,NoSTOP,NoSTOP,20:00,04-06-2019 4:25,4-6-2019,4:25 AM,0,8,25,2,In-flight meal not included,15318,HIGH
Air India,03-04-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,12:30,04-04-2019 9:25,4-4-2019,9:25 AM,0,20,55,1,No info,5117,LOW
IndiGo,24-06-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,15:10,20:00,24-06-2019,8:00 PM,0,4,50,1,No info,6147,LOW
Multiple carriers,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,12:50,21:00,09-06-2019,9:00 PM,0,8,10,1,No info,7005,LOW
SpiceJet,03-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:20,04-04-2019 0:40,4-4-2019,12:40 AM,0,2,20,0,No info,3873,LOW
Jet Airways,21-03-2019,Delhi,Cochin,DEL?BDQ?BOM?COK,BDQ,BOM,NoSTOP,NoSTOP,18:25,22-03-2019 18:50,22-3-2019,6:50 PM,0,24,25,2,In-flight meal not included,9270,LOW
GoAir,27-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,11:40,14:30,27-06-2019,2:30 PM,0,2,50,0,No info,3898,LOW
Jet Airways,12-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,8:25,20:45,12-05-2019,8:45 PM,0,12,20,1,No info,14781,MEDIUM
Jet Airways,24-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,25-05-2019 8:15,25-5-2019,8:15 AM,0,12,15,1,In-flight meal not included,8586,LOW
Air India,09-05-2019,Kolkata,Banglore,CCU?JAI?BOM?BLR,JAI,BOM,NoSTOP,NoSTOP,8:20,10-05-2019 7:55,10-5-2019,7:55 AM,0,23,35,2,No info,10697,MEDIUM
Jet Airways,27-06-2019,Delhi,Cochin,DEL?ATQ?BOM?COK,ATQ,BOM,NoSTOP,NoSTOP,20:00,28-06-2019 12:35,28-6-2019,12:35 PM,0,16,35,2,No info,14300,MEDIUM
IndiGo,03-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:55,21:45,03-03-2019,9:45 PM,0,2,50,0,No info,8855,LOW
Jet Airways,12-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,13-05-2019 18:15,13-5-2019,6:15 PM,1,25,45,1,In-flight meal not included,10844,MEDIUM
Jet Airways,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,2:15,07-03-2019 4:25,7-3-2019,4:25 AM,1,26,10,1,No info,17024,HIGH
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,02-05-2019 14:25,2-5-2019,2:25 PM,1,28,50,1,In-flight meal not included,9314,LOW
IndiGo,24-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,0:40,3:25,24-03-2019,3:25 AM,0,2,45,0,No info,4777,LOW
Air India,09-06-2019,Kolkata,Banglore,CCU?BBI?BLR,BBI,NoSTOP,NoSTOP,NoSTOP,12:00,10-06-2019 13:15,10-6-2019,1:15 PM,1,25,15,1,No info,7662,LOW
IndiGo,09-05-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,6:50,16:10,09-05-2019,4:10 PM,0,9,20,1,No info,6442,LOW
SpiceJet,12-06-2019,Delhi,Cochin,DEL?PNQ?COK,PNQ,NoSTOP,NoSTOP,NoSTOP,8:45,13:15,12-06-2019,1:15 PM,0,4,30,1,No info,5264,LOW
Jet Airways,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,28-05-2019 4:25,28-5-2019,4:25 AM,0,15,25,1,In-flight meal not included,12898,MEDIUM
Air India,03-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:55,15:25,03-03-2019,3:25 PM,0,1,30,0,No info,6092,LOW
SpiceJet,21-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:55,8:35,21-05-2019,8:35 AM,0,2,40,0,No info,3311,LOW
Jet Airways,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:15,28-03-2019 4:25,28-3-2019,4:25 AM,0,9,10,1,In-flight meal not included,6540,LOW
IndiGo,27-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,1:30,4:15,27-05-2019,4:15 AM,0,2,45,0,No info,3419,LOW
Jet Airways,03-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,14:00,04-04-2019 12:35,4-4-2019,12:35 PM,0,22,35,1,In-flight meal not included,5177,LOW
Air India,18-04-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:05,21:10,18-04-2019,9:10 PM,0,3,5,0,No info,8246,LOW
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,21:05,09-06-2019,9:05 PM,0,11,30,1,No info,14676,MEDIUM
Multiple carriers,27-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,21:00,27-06-2019,9:00 PM,0,9,30,1,No info,13587,MEDIUM
Jet Airways,06-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,21:10,07-05-2019 9:20,7-5-2019,9:20 AM,0,12,10,1,In-flight meal not included,9663,LOW
Jet Airways,12-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,13-06-2019 10:05,13-6-2019,10:05 AM,0,17,35,1,No info,13044,MEDIUM
IndiGo,03-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,20:25,04-04-2019 1:30,4-4-2019,1:30 AM,0,5,5,1,No info,5073,LOW
Vistara,21-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,17:00,22-05-2019 18:50,22-5-2019,6:50 PM,1,25,50,1,No info,9345,LOW
Jet Airways,06-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,07-05-2019 10:05,7-5-2019,10:05 AM,0,20,0,1,In-flight meal not included,9663,LOW
Multiple carriers,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,21:00,21-05-2019,9:00 PM,0,13,0,1,No info,14277,MEDIUM
Jet Airways,01-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,02-06-2019 4:25,2-6-2019,4:25 AM,0,18,25,1,In-flight meal not included,10262,MEDIUM
Jet Airways,27-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:35,21:05,27-03-2019,9:05 PM,0,1,30,0,No info,5678,LOW
Multiple carriers,15-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,16:00,16-05-2019 1:30,16-5-2019,1:30 AM,0,9,30,1,No info,13727,MEDIUM
Jet Airways,06-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,07-05-2019 12:00,7-5-2019,12:00 PM,0,16,0,1,In-flight meal not included,9663,LOW
IndiGo,12-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:45,17:05,12-05-2019,5:05 PM,0,2,20,0,No info,3858,LOW
SpiceJet,24-06-2019,Delhi,Cochin,DEL?PNQ?COK,PNQ,NoSTOP,NoSTOP,NoSTOP,8:45,13:15,24-06-2019,1:15 PM,0,4,30,1,No info,4812,LOW
IndiGo,27-06-2019,Delhi,Cochin,DEL?LKO?COK,LKO,NoSTOP,NoSTOP,NoSTOP,21:50,28-06-2019 3:35,28-6-2019,3:35 AM,0,5,45,1,No info,5775,LOW
Jet Airways,06-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,07-06-2019 9:45,7-6-2019,9:45 AM,0,24,10,1,In-flight meal not included,10539,MEDIUM
IndiGo,03-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:30,18:05,03-06-2019,6:05 PM,0,2,35,0,No info,4804,LOW
Air Asia,12-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,11:10,13:55,12-06-2019,1:55 PM,0,2,45,0,No info,3383,LOW
IndiGo,03-03-2019,Banglore,New Delhi,BLR?HYD?DEL,HYD,NoSTOP,NoSTOP,NoSTOP,12:10,17:05,03-03-2019,5:05 PM,0,4,55,1,No info,8738,LOW
Air India,27-03-2019,Delhi,Cochin,DEL?TRV?COK,TRV,NoSTOP,NoSTOP,NoSTOP,5:15,28-03-2019 6:50,28-3-2019,6:50 AM,1,25,35,1,No info,7165,LOW
IndiGo,24-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,16:10,22:30,24-06-2019,10:30 PM,0,6,20,1,No info,6412,LOW
Jet Airways,27-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:55,22:00,27-06-2019,10:00 PM,0,3,5,0,No info,8016,LOW
Jet Airways,12-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,20:35,13-03-2019 15:15,13-3-2019,3:15 PM,0,18,40,1,In-flight meal not included,11087,MEDIUM
SpiceJet,27-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:45,12:00,27-06-2019,12:00 PM,0,2,15,0,No check-in baggage included,3543,LOW
Jet Airways,12-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,13-06-2019 4:40,13-6-2019,4:40 AM,0,12,10,1,No info,12471,MEDIUM
Jet Airways,24-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,25-06-2019 4:25,25-6-2019,4:25 AM,0,19,25,1,In-flight meal not included,10262,MEDIUM
Air India,18-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:20,16:10,18-03-2019,4:10 PM,0,2,50,0,No info,4441,LOW
Multiple carriers,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:05,15:30,27-03-2019,3:30 PM,0,8,25,1,No info,12537,MEDIUM
GoAir,24-03-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,22:25,25-03-2019 7:40,25-3-2019,7:40 AM,0,9,15,1,No info,10091,MEDIUM
Air India,03-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:05,23:55,03-06-2019,11:55 PM,0,2,50,0,No info,6961,LOW
IndiGo,24-04-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:35,8:50,24-04-2019,8:50 AM,0,3,15,0,No info,5013,LOW
Air India,18-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:10,8:00,18-05-2019,8:00 AM,0,2,50,0,No info,6934,LOW
Multiple carriers,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,6:40,19:00,03-06-2019,7:00 PM,0,12,20,1,No info,10877,MEDIUM
Jet Airways,18-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:15,18:10,18-04-2019,6:10 PM,0,2,55,0,No info,7229,LOW
IndiGo,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,16:00,28-03-2019 1:35,28-3-2019,1:35 AM,0,9,35,1,No info,7048,LOW
Vistara,27-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:00,19:35,27-06-2019,7:35 PM,0,2,35,0,No info,4878,LOW
Jet Airways,21-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,23:35,21-05-2019,11:35 PM,0,9,30,1,In-flight meal not included,10844,MEDIUM
Jet Airways,18-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,23:05,20-05-2019 4:25,20-5-2019,4:25 AM,1,29,20,2,No info,15129,HIGH
IndiGo,12-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,0:30,3:25,12-05-2019,3:25 AM,0,2,55,0,No info,3943,LOW
SpiceJet,06-06-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,6:05,11:20,06-06-2019,11:20 AM,0,5,15,1,No info,5583,LOW
Multiple carriers,06-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,7:05,16:10,06-06-2019,4:10 PM,0,9,5,1,No info,9646,LOW
Multiple carriers,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:30,19:15,03-06-2019,7:15 PM,0,10,45,1,No info,7677,LOW
IndiGo,01-06-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,5:10,10:05,01-06-2019,10:05 AM,0,4,55,1,No info,6842,LOW
Jet Airways,24-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:45,10:15,24-06-2019,10:15 AM,0,1,30,0,In-flight meal not included,4995,LOW
Vistara,09-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,7:10,18:50,09-06-2019,6:50 PM,0,11,40,1,No info,9555,LOW
IndiGo,01-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,1:30,4:15,01-06-2019,4:15 AM,0,2,45,0,No info,4077,LOW
Jet Airways,12-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:15,18:10,12-05-2019,6:10 PM,0,2,55,0,No info,7229,LOW
Multiple carriers,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,19:00,09-06-2019,7:00 PM,0,10,0,1,No info,12192,MEDIUM
Air India,12-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:00,12:45,12-04-2019,12:45 PM,0,2,45,0,No info,5911,LOW
Air India,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,19:15,12-06-2019,7:15 PM,0,10,15,1,No info,8372,LOW
Jet Airways,18-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:10,8:35,18-03-2019,8:35 AM,0,1,25,0,In-flight meal not included,4995,LOW
Multiple carriers,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,19:15,09-05-2019,7:15 PM,0,9,15,1,No info,14323,MEDIUM
Jet Airways,09-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,5:30,10-06-2019 4:25,10-6-2019,4:25 AM,0,22,55,2,No info,13014,MEDIUM
Air India,06-06-2019,Delhi,Cochin,DEL?CCU?BOM?COK,CCU,BOM,NoSTOP,NoSTOP,14:25,07-06-2019 19:15,7-6-2019,7:15 PM,1,28,50,2,No info,13591,MEDIUM
Jet Airways,03-03-2019,Delhi,Cochin,DEL?IDR?BOM?COK,IDR,BOM,NoSTOP,NoSTOP,5:25,04-03-2019 18:50,4-3-2019,6:50 PM,1,37,25,2,No info,18799,HIGH
IndiGo,27-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:30,28-04-2019 2:20,28-4-2019,2:20 AM,0,2,50,0,No info,3943,LOW
SpiceJet,21-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:45,7:15,21-05-2019,7:15 AM,0,1,30,0,No check-in baggage included,1965,LOW
Jet Airways,27-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:20,11:50,27-05-2019,11:50 AM,0,1,30,0,In-flight meal not included,4995,LOW
Air India,24-03-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:50,25-03-2019 18:30,25-3-2019,6:30 PM,1,25,40,1,No info,14641,MEDIUM
Air India,12-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:45,23:20,12-04-2019,11:20 PM,0,2,35,0,No info,4460,LOW
Air India,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,19:15,18-05-2019,7:15 PM,0,6,15,1,No info,10191,MEDIUM
Jet Airways,09-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,2:15,19:45,09-03-2019,7:45 PM,0,17,30,1,In-flight meal not included,13843,MEDIUM
IndiGo,01-05-2019,Delhi,Cochin,DEL?LKO?COK,LKO,NoSTOP,NoSTOP,NoSTOP,21:50,02-05-2019 3:35,2-5-2019,3:35 AM,0,5,45,1,No info,6349,LOW
Air Asia,01-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:20,12:55,01-05-2019,12:55 PM,0,2,35,0,No info,4409,LOW
Jet Airways,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:15,07-03-2019 19:45,7-3-2019,7:45 PM,1,25,30,1,No info,17024,HIGH
Multiple carriers,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:05,21:00,18-05-2019,9:00 PM,0,13,55,1,No info,13727,MEDIUM
IndiGo,15-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:25,21:20,15-03-2019,9:20 PM,0,2,55,0,No info,8855,LOW
Multiple carriers,24-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:45,19:00,24-06-2019,7:00 PM,0,10,15,1,No info,12524,MEDIUM
Jet Airways,18-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,11:40,20:20,18-03-2019,8:20 PM,0,8,40,1,No info,13555,MEDIUM
Jet Airways,06-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,12:00,06-06-2019,12:00 PM,0,5,30,1,In-flight meal not included,10844,MEDIUM
Multiple carriers,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,21:00,09-06-2019,9:00 PM,0,12,0,1,No info,13587,MEDIUM
SpiceJet,12-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:45,12:00,12-06-2019,12:00 PM,0,2,15,0,No check-in baggage included,3543,LOW
Vistara,18-03-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:05,9:20,18-03-2019,9:20 AM,0,2,15,0,No info,4842,LOW
IndiGo,24-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:30,25-04-2019 2:20,25-4-2019,2:20 AM,0,2,50,0,No info,3943,LOW
Jet Airways,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:15,10-06-2019 4:25,10-6-2019,4:25 AM,0,9,10,1,In-flight meal not included,10577,MEDIUM
IndiGo,15-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:35,21:00,15-05-2019,9:00 PM,0,10,25,1,No info,6979,LOW
Vistara,27-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:45,20:05,27-06-2019,8:05 PM,0,2,20,0,No info,11982,MEDIUM
SpiceJet,06-06-2019,Delhi,Cochin,DEL?PNQ?COK,PNQ,NoSTOP,NoSTOP,NoSTOP,8:45,13:15,06-06-2019,1:15 PM,0,4,30,1,No info,5264,LOW
Vistara,03-03-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:00,9:10,03-03-2019,9:10 AM,0,3,10,0,No info,8001,LOW
Air India,01-06-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:45,02-06-2019 19:15,2-6-2019,7:15 PM,0,23,30,2,No info,10651,MEDIUM
Jet Airways,24-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,25-05-2019 19:50,25-5-2019,7:50 PM,1,27,20,1,In-flight meal not included,10844,MEDIUM
Multiple carriers,27-03-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,9:45,22:20,27-03-2019,10:20 PM,0,12,35,1,No info,6601,LOW
Air India,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:00,22-03-2019 19:15,22-3-2019,7:15 PM,0,24,15,1,No info,6587,LOW
SpiceJet,21-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:10,14:30,21-03-2019,2:30 PM,0,1,20,0,No info,3173,LOW
Air India,09-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:00,12:45,09-05-2019,12:45 PM,0,2,45,0,No info,5228,LOW
Jet Airways,21-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:10,10:10,21-06-2019,10:10 AM,0,3,0,0,In-flight meal not included,5769,LOW
Jet Airways,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,19:00,06-06-2019,7:00 PM,0,11,0,1,No info,14714,MEDIUM
Jet Airways,03-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,5:30,19:00,03-06-2019,7:00 PM,0,13,30,2,No info,13014,MEDIUM
IndiGo,03-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:10,04-06-2019 1:00,4-6-2019,1:00 AM,0,2,50,0,No info,3359,LOW
